occupation,frequency,cluster_id,category_name
Premiata Fonderia Artistica Maccanica con Laboratorio Bronzi,1,0,"Industrial, technical & construction trades"
friggitore e commestibili,1,0,"Industrial, technical & construction trades"
stoffe,1,0,"Industrial, technical & construction trades"
officina industria alluminio,1,0,"Industrial, technical & construction trades"
officina meccanici metalurgla e costruzioni in ferro,1,0,"Industrial, technical & construction trades"
ferro battuto,1,0,"Industrial, technical & construction trades"
Fabbro Ferrario e Une-celnino,1,0,"Industrial, technical & construction trades"
carbonaio e legna (dettaglio),1,0,"Industrial, technical & construction trades"
elettrotecnica,1,0,"Industrial, technical & construction trades"
materiali radio electri,1,0,"Industrial, technical & construction trades"
macchine sutenili nuove e do canzone,1,0,"Industrial, technical & construction trades"
Divisione tecnologica,1,0,"Industrial, technical & construction trades"
Ingegnere igienista,1,0,"Industrial, technical & construction trades"
Tecnica industriale e commerciale,1,0,"Industrial, technical & construction trades"
di Scienza delle costruzioni,1,0,"Industrial, technical & construction trades"
per Mineralogia e geologia,1,0,"Industrial, technical & construction trades"
Tecnologia dei materiali e tecnica delle costruzioni,1,0,"Industrial, technical & construction trades"
Chimica generale ed applicata,1,0,"Industrial, technical & construction trades"
"impianti tecnici, Estimo ed esercizio professionale",1,0,"Industrial, technical & construction trades"
Meccanica razionale e statistica grafica,1,0,"Industrial, technical & construction trades"
"Fisica, Fisica tecnica",1,0,"Industrial, technical & construction trades"
dommatica,1,0,"Industrial, technical & construction trades"
"Scuole ginnasiali e Liceo classico, Istituto tecnico industriale",1,0,"Industrial, technical & construction trades"
"Istituto Coletti con scuole per meccanici, falegnami-calzolai",1,0,"Industrial, technical & construction trades"
FORNITURE COMPLETE,1,0,"Industrial, technical & construction trades"
Costruzioni Meccaniche,1,0,"Industrial, technical & construction trades"
"VETRI DIFFUSORI PRISMATICI PER ILLUMINAZIONE, PROIETTORI E RIFLETTORI PER ILLUMINAZIONE, PUBBLICA, INDUSTRIALE, STABILIMENTI E UFFICI, RAPPRESENTANTE S. A. SUPER LUX",1,0,"Industrial, technical & construction trades"
"IMPIANTI ELETTRICI DI QUAL SIASI TIPO, LAMPADARI, COMPLESSI ILLUMINANTI, APPARECCHI E MATERIALE ELETTRICO, PROIETTORI, VETRI DIFFUSORI PRISMATICI,",1,0,"Industrial, technical & construction trades"
IMBALLAGGIA DI LEGNO PER QUALSIASI INDUSTRIA PAGLIA DI LEGNO PER IMBALLE DEPOSITO DI VENEZIA,1,0,"Industrial, technical & construction trades"
S. A. Commercio Carboni e affini,1,0,"Industrial, technical & construction trades"
carbone e legna (grossosta),1,0,"Industrial, technical & construction trades"
fabbro ferrario e meccanico,1,0,"Industrial, technical & construction trades"
elettricità industriale e gas,1,0,"Industrial, technical & construction trades"
stoffe per mobili,1,0,"Industrial, technical & construction trades"
"Forniture Statali, Parastatali e Private, Costruzioni Elettriche Centrali, Sottostazioni di Trasformazione e smistamento. Cabine di Trasformazione e di Manovra, Officine carica accumulatori. Linee per trasporto energia per alta e bassa tensione. Per trazioni o telefoniche in genere. Impianti di bordo: Da guerra e mercantili, industriali di luce o forza motricc., Domestici, Di segnalazione. In serie e ad intensità costante, Telefoni, Teatrali, Ospedalieri. Segnalamenti Terrestri e Marittimi. Acustici o luminosi. Macchinari Elettrici, Riparazioni, Riavvolgimenti.",1,0,"Industrial, technical & construction trades"
mobili fabbriche,1,0,"Industrial, technical & construction trades"
fabbro ferraio e mecca-nico,1,0,"Industrial, technical & construction trades"
Impianti di illuminazione a gas vari,1,0,"Industrial, technical & construction trades"
cicli e motocicli vendita,1,0,"Industrial, technical & construction trades"
carbone e legna (grossi sta),1,0,"Industrial, technical & construction trades"
"commmercio e lavorazione, Stabilimento : Murano, Fondamenta Manin numero 78",1,0,"Industrial, technical & construction trades"
stoffe per arredamenti,1,0,"Industrial, technical & construction trades"
industria bostchiva,1,0,"Industrial, technical & construction trades"
impianti elettrici,1,0,"Industrial, technical & construction trades"
commercio e lavorazione,1,0,"Industrial, technical & construction trades"
carbone importatori e produttori,1,0,"Industrial, technical & construction trades"
factories,1,0,"Industrial, technical & construction trades"
Coltellerie IN GENERE - ARROTATURA RASOI,1,0,"Industrial, technical & construction trades"
Elettricista,1,0,"Industrial, technical & construction trades"
rappresentante macchinari,1,0,"Industrial, technical & construction trades"
fabbro ferraro e meccanico,1,0,"Industrial, technical & construction trades"
Fabbrica Acque Gassate,1,0,"Industrial, technical & construction trades"
Empoilo Materiale Elettfi.,1,0,"Industrial, technical & construction trades"
 pelli e materiale per costruzioni edilizie,1,0,"Industrial, technical & construction trades"
Fabbrica S. Baseggio 1124,1,0,"Industrial, technical & construction trades"
pali in cemento armato,1,0,"Industrial, technical & construction trades"
cement con- truction e mandauti di calce,1,0,"Industrial, technical & construction trades"
elettricita idraulica e gas,1,0,"Industrial, technical & construction trades"
Legname Compensato,1,0,"Industrial, technical & construction trades"
prodotti siderurgici e metallurgici,1,0,"Industrial, technical & construction trades"
materiali ferrosi da riutilizzo,1,0,"Industrial, technical & construction trades"
radio e accessorii,1,0,"Industrial, technical & construction trades"
elettricità ed idraulica,1,0,"Industrial, technical & construction trades"
rivieditori zenergi ni Monopolio,1,0,"Industrial, technical & construction trades"
grossisti combustibili e solidi,1,0,"Industrial, technical & construction trades"
Tecniche dell'incisione,1,0,"Industrial, technical & construction trades"
Matematica e fisica,1,0,Education & academic institutions
Camicerie da uomo,239,1,"Fashion, textiles & personal goods retail"
Macellerie,54,1,"Fashion, textiles & personal goods retail"
Profumerie,49,1,"Fashion, textiles & personal goods retail"
"Oreficerie, Gioiellerie",42,1,"Fashion, textiles & personal goods retail"
Manifattura pellami e calzature,41,1,"Fashion, textiles & personal goods retail"
Lingerie e maglierie,41,1,"Fashion, textiles & personal goods retail"
Tessuti,38,1,"Fashion, textiles & personal goods retail"
Calzature,37,1,"Fashion, textiles & personal goods retail"
sarto da uomo,37,1,"Fashion, textiles & personal goods retail"
Scatole,36,1,"Fashion, textiles & personal goods retail"
Orologerie,35,1,"Fashion, textiles & personal goods retail"
Mercerie,34,1,"Fashion, textiles & personal goods retail"
calzature,32,1,"Fashion, textiles & personal goods retail"
bottiglieria,29,1,"Fashion, textiles & personal goods retail"
Parrucchieri per signora,28,1,"Fashion, textiles & personal goods retail"
Giocattoli,27,1,"Fashion, textiles & personal goods retail"
"Fiori, piante e sementi",25,1,"Fashion, textiles & personal goods retail"
tessuti confezioni filati,25,1,"Fashion, textiles & personal goods retail"
latteria,25,1,"Fashion, textiles & personal goods retail"
cartoleria,23,1,"Fashion, textiles & personal goods retail"
Abbigliamento,22,1,"Fashion, textiles & personal goods retail"
Maglierie,19,1,"Fashion, textiles & personal goods retail"
profumeria,18,1,"Fashion, textiles & personal goods retail"
Sartorie e confezioni per signora,17,1,"Fashion, textiles & personal goods retail"
 filati e affini,17,1,"Fashion, textiles & personal goods retail"
Calzaturifici,14,1,"Fashion, textiles & personal goods retail"
calzaturificio,14,1,"Fashion, textiles & personal goods retail"
lavanderia e stireria,14,1,"Fashion, textiles & personal goods retail"
Biancheria e affini,13,1,"Fashion, textiles & personal goods retail"
Cappellerie,12,1,"Fashion, textiles & personal goods retail"
Confezioni varie,12,1,"Fashion, textiles & personal goods retail"
Librerie,12,1,"Fashion, textiles & personal goods retail"
Sartorie e confezioni per uomo,12,1,"Fashion, textiles & personal goods retail"
Stoffe e Tessuti,12,1,"Fashion, textiles & personal goods retail"
parrucchiere per signora,12,1,"Fashion, textiles & personal goods retail"
Polliccerie,11,1,"Fashion, textiles & personal goods retail"
Macelleria,11,1,"Fashion, textiles & personal goods retail"
manifatture,11,1,"Fashion, textiles & personal goods retail"
sarta da uomo,11,1,"Fashion, textiles & personal goods retail"
Abiti confezionati,10,1,"Fashion, textiles & personal goods retail"
giornali (rivendita),9,1,"Fashion, textiles & personal goods retail"
Merletti e ricami,8,1,"Fashion, textiles & personal goods retail"
lingerie e maglierie,8,1,"Fashion, textiles & personal goods retail"
Lavanderie e stirerie,7,1,"Fashion, textiles & personal goods retail"
Cartoleria,7,1,"Fashion, textiles & personal goods retail"
tessuti filati,7,1,"Fashion, textiles & personal goods retail"
tessuti,7,1,"Fashion, textiles & personal goods retail"
sartoria e confezioni per signora,7,1,"Fashion, textiles & personal goods retail"
confezioni varie,7,1,"Fashion, textiles & personal goods retail"
Confezioni per Bambini,6,1,"Fashion, textiles & personal goods retail"
Macchine da cucire e accessori,6,1,"Fashion, textiles & personal goods retail"
Tessili,6,1,"Fashion, textiles & personal goods retail"
pellicceria,6,1,"Fashion, textiles & personal goods retail"
Tesoriere,5,1,"Fashion, textiles & personal goods retail"
Utensili,5,1,"Fashion, textiles & personal goods retail"
filati e affini,5,1,"Fashion, textiles & personal goods retail"
stoffe e tessuti,5,1,"Fashion, textiles & personal goods retail"
"mercerie, filati e affini",5,1,"Fashion, textiles & personal goods retail"
Bottiglieria,5,1,"Fashion, textiles & personal goods retail"
giocattoli,5,1,"Fashion, textiles & personal goods retail"
Cartiere,4,1,"Fashion, textiles & personal goods retail"
profumi,4,1,"Fashion, textiles & personal goods retail"
Saponi comuni medicinali e profumati,4,1,"Fashion, textiles & personal goods retail"
Tintorie e pulliture a secco,4,1,"Fashion, textiles & personal goods retail"
"Valigerie, pelletterie articoli da viaggio",4,1,"Fashion, textiles & personal goods retail"
sartoria e confezioni per uomo,4,1,"Fashion, textiles & personal goods retail"
rappresentante tessuti,4,1,"Fashion, textiles & personal goods retail"
sartoria,4,1,"Fashion, textiles & personal goods retail"
Sarto da uomo,4,1,"Fashion, textiles & personal goods retail"
 gioielleria,4,1,"Fashion, textiles & personal goods retail"
Calzinerci,3,1,"Fashion, textiles & personal goods retail"
Canapa e Lino,3,1,"Fashion, textiles & personal goods retail"
Filati all'ingrosso,3,1,"Fashion, textiles & personal goods retail"
Libreria,3,1,"Fashion, textiles & personal goods retail"
Pelle tterie ed affini (negozi),3,1,"Fashion, textiles & personal goods retail"
Prodotti antisettifughi,3,1,"Fashion, textiles & personal goods retail"
Profumi e affini,3,1,"Fashion, textiles & personal goods retail"
Riparazioni calzature e cappelli,3,1,"Fashion, textiles & personal goods retail"
Sartoria e confezioni per signora,3,1,"Fashion, textiles & personal goods retail"
