occupation,frequency,canonical_label
"Soc. per Az. Odorico Odorico, ,",1,Odorico Company
Soc. per Az. Rossi Tranquillo,1,Rossi Company
Soc. in N. Coll. Filippo Campesan & F.llì,1,Campesan Company
elettricità (produzione distribuzione),1,electricity production and distribution
comperavendita immobili,1,real estate transactions
Società Autorimessa Roma,1,car rental company
esplorug pozzi neri,1,sewage exploration
Ditta Cecchetti Pradel & C.,1,Cecchetti Pradel Company
Ame-ricana nel Petrolio,1,American oil company
Società Italo-Oriental d’idrogenco,1,hydrogen company
Società ITMA,1,textile industry
Quartiere Urbano,1,Urban District
ossidi metallici,1,Metal Oxides
"drogheria, pasticceria",1,"Grocery, Pastry"
Preside Iss. Magistrale Parificato,1,School Principal
"Negozi: Mercerie del Capitello 4151, Sottoportico delle Acque 568",1,Retail Stores
perle vetrerie e lampadari bigiotterie,1,Glass Beads and Chandeliers
Segretario Generale dell’Associazione Regionale Per gli Industriali,1,Industrial association
rappresentante carboni,1,Coal Representative
tratto-ia,1,Unknown
comm. al'oglio,1,Oil Merchant
fotografie (gabinetti di posa),1,Photography Studio
caffe (serezizi),1,Café
carbone e legna ingrosso (dettaglio),1,Wholesale Coal and Wood
provveditore marittimo,1,Maritime Supplier
fibre vegetali ed affini legna,1,Plant Fibers and Wood
ore-fiseria,1,Unknown
agenzia aunnitima spedizioni e trasporti,1,Shipping and Transport Agency
Lavorazione di Sughero in genere,1,Cork Processing
sughero,1,Cork
legnami e pali da costruzi,1,Timber and Construction
Soc. Veneta Impianti Elettrici e lettricit€: id-arulici,1,Electrical Company
spedizioni trasporti navigazione,1,Shipping and Navigation
Droghiere,1,Grocer
Carbone e Legna (Dettaglio),1,Coal and Wood Retail
Orologiaio,1,Watchmaker
Sartoria e Confezioni per Signore,1,Women's Tailoring and Dressmaking
Colori e Vernici (Dettaglio),1,Paints and Varnishes
Lari,1,Unknown
Cartoleria Chinaglierie,1,Stationery and Chinaware
(Consultivo dei Comune),1,Civic Consultation
parroco Treporti,1,Parish Priest
Presidente dell'Associaz ione fra i dipendenti di Aziende Commerci alie della Provincia,1,Association of Commercial Employees
parroco S. Maria del Gi glio,1,Parish Priest
Uff. I. Ragioniere Intenden. za di Finanza Direzione Lotto,1,Finance Department
co 1294,1,Unknown
Presidente del ACCNl,1,President of ACCNl
(dett.),1,Unknown
fuoro,1,Unknown
e commercio,1,Trade
Prov. Servizio Impianti Sportivi,1,Sports Facilities Service
 officina meccanica e metallurgica,1,Mechanical and Metallurgical Workshop
 Invest. Legione Territ. Guardia di Finanza,1,Financial Guard Investigation
"Uf. Cont'avvenzioni, ",1,Office of Violations
officina meccanica e saldatura,1,Mechanical and Welding Workshop
filanti,1,Unknown
 acque gassaste,1,Carbonated Water
"Suoc Fratelli Scarpa, Agenzia Marittima e Casa di Spedizioni",1,Shipping Agency
"Addizionatori, Agricole, Utensili, Enologiche, da Scrivere",1,Agricultural Tools and Supplies
Industria Acque Gassate,1,Carbonated Water Industry
Ispett. Comp. delle Tasse e delle II. DD. sugli Affari,1,Tax Inspection Office
Ispett. Sanità,1,Health Inspector
Servizio,1,Service
Capo Tecnico,1,Technical Chief
Maglieria (negozio),1,Knitwear Store
Ingegnero,1,Engineer
Fornaci,1,Brickworks
Naviglio,1,Shipping
Laterizi Materiale per costruzioni edilizie,1,Building Materials
Alimentari (GROSS),1,Grocery Wholesale
Rosticceria,1,Rotisserie
Società di Navigazione Ae-rea,1,Shipping Company
 Guardia di Finanza,1,Financial Guard
Tossenti filati,1,Yarn Manufacturer
soprintendente dell’Ente autonomo del Teatro la Fenice,1,Theatre Administration
segretario Istituto C. T. universitario di Economia e Comm.,1,University Secretary
Laboratorio Fiale,1,Laboratory
"seterie, merletti e ricami",1,Silk and Lace
reti e articoli da pesca,1,Fishing Gear
"Ferramenta, Utensileria, Articoli casalinghi",1,Hardware Store
antiichabile belle arti,1,Fine Arts
Agenzia marittima,1,Maritime Agency
rappresentante articoli casalinghici,1,Home Goods Representative
alimentari (dettaglio),1,Grocery
Presidente Deputazione Provinciale dell’Amministrazione della Provincia,1,Provincial Administration
calce e laterizzi,1,Lime and Bricks
Agenzia di viaggi e turismo,1,Travel agency
Agente principale di Venezia: Soc. Rappresentanza Generali,1,Insurance agency
sarda da uomo,1,Men's clothing
munizioni,1,Ammunition
arciprete Basilica di S. Marco,1,Religious institution
elettricità e idraulica e gas,1,Utilities
pelle (lavor. e commercio),1,Leather trade
concerie e pelli,1,Tannery
perle,1,Pearls
Vice Direttore Manifattura Tabacchi,1,Tobacco manufacturing
Prosindaco del Municipio,1,Civic authority
budella,1,Sausage
Premiata Fonderia Artistica Maccanica con Laboratorio Bronzi,1,Foundry
macelleria (introduttore bestiame),1,Butchery
ombrelli,1,Umbrellas
trasporti marittimi diurnali e terrestri,1,Transportation services
"Comando Militare Mar., Autorità dell'Alto Adriatico, Arsenale",1,Military command
arxiv,1,Archive
 Club Alpino Italiano,1,Alpine club
tessuti alti,1,High fabrics
rappresantanze varie,1,Various representations
Conservatore Archivio Storico d’Arte Contemp.,1,Art archive
pommerinista,1,Unknown profession
impianti terrestri e navali,1,Land and naval installations
maioliche artistiche,1,Artistic ceramics
coltelleria,1,cutlery shop
Istituto Aut. per le case popolari,1,public housing institute
Lo Ragioniere Ghn. neto Prefettura,1,government office
Segret. Capo,1,chief secretary
(Società per la Gestione),1,management company
caffé,1,café
cavalli da corsa,1,horse racing
Comandante in 2.,1,commander
Scuola Infermiere della Croce Rossa Italiana,1,nursing school
modelli abiti signore,1,women's clothing
cristalli e specchi (commercio e lavorazione),1,glass and mirror trade
Manifattura Tabacchi,1,tobacco manufacturing
Istituto Universitario di Architett.,1,university institute of architecture
Assistente del Genio Civile,1,civil engineering assistant
notelli gressi e lavorati,1,processed and raw nuts
tintoria e pulitura a secco,1,dry cleaning
alimentari (gros.),1,grocery
Commissariato S. Polo e Santi Croce,1,police station
usciere,1,usher
oggetti artistici per regali,1,artistic gift items
Soc. Naz. Trasporti e Fratelli Gondrano,1,transportation company
mererce,1,merchandise
del Genio Civile,1,civil engineering
friggitore e commestibili,1,fryer and food
Capo Stazione,1,station master
Mosaicista,1,Mosaicist
Latte (grossista),1,Dairy wholesaler
Esercizi,1,Retail
"Comm, esecutivo",1,Commercial executive
baccaleria,1,Fishmonger
servizi,1,Services
V. Direttore del A. C.N.I.L.,1,Deputy Director
parru1chiera,1,Hairdresser
hottigliocristai.,1,Hotel/Restaurant
fabbro,1,Blacksmith
infe.,1,Infirmary
Fabbro,1,Blacksmith
Circolo della Spidal,1,Social club
commerciants,1,Merchants
Alberoni Bagni,1,Spa/Resort
Vi ale di S. Elishabetta 57,1,Address/Location
FERRO-VE DELLE STATO,1,State Railways
pensione (dipendenza Excelsior),1,Pension/Boarding house
falegnamerie,1,Carpentry
detta artigianale,1,Artisan
vini e olii,1,Wine and oil
Comando Militare Maritt Aut. dell'Alto Adriatico,1,Military Command
acqui di colonia,1,Perfume shop
vetreria in genere e lampadari,1,Glassware and chandeliers
Geometra principale del Genio Civile,1,civil engineering
vetro lavorazioni,1,glassworks
 specialità veneziane articoli sportivi,1,sporting goods
valli cultura,1,cultural organization
Direttore aggiunto Banca di Napoli,1,banking
levita,1,unspecified trade
saddlery,1,saddlery
bakery,1,bakery
perfumery,1,perfumery
laundry and ironing,1,laundry services
various,1,miscellaneous
in translator biz,1,translation services
sewing goods,1,sewing supplies
logs,1,timber trade
Venetian specialties,1,local specialties
shoes,1,footwear
dressmaker,1,dressmaking
calfabricinio,1,unspecified trade
tabaccheria | Vie Macello,1,tobacco shop
Capo Div. Direzione Ragioneria e tributi,1,government finance
Comando Milit. Maritt. Art. dell'Alto Adriatico | Arsenale,1,military command
pelami e cuoio,1,leather goods
Metall d'Arte,1,metalwork
sciroppi liguori,1,syrups and liqueurs
negozio imbacazioni,1,shipping store
Vice Direttore Istituto Vittorio Alfierl,1,Educational institution
barbiere | Pescheria,1,Barber | Fishmonger
graunoche e legna (dettagilo) | S. Polo,1,Firewood and charcoal
sartoria e confezioni,1,Tailoring and clothing
trattoria | Burano Treporti,1,Trattoria (Restaurant)
Ispett. Contabile Am,1,Accounting Inspector
osteria | Murase fdm. Navagero,1,Tavern
bazar,1,General store
rappresentante macchinarl,1,Machinery representative
Consigliere del Circlo Fi,1,Civic advisor
lavanderia e stirerie,1,Laundry and ironing
alimentari (d.t.),1,Grocery
promumerla,1,Perfumer
specialitá veneziane,1,Venetian specialties
stoffe,1,Fabrics
soc,1,Society
alimentari (detta.),1,Grocery (detailed)
Importazione,1,Importation
incendiere,1,Firefighter
"Geriatrico del Seminario Patriarcale, Santa Maria della Salute",1,Geriatric institution
Simone,1,Personal name
Instituto Universi di Economia e Commerc,1,University of Economics and Commerce
Primo Segretario Uffici Centrali dell'Amministrazione della Provincia,1,Provincial Administration Secretary
Nuova,1,New (or New establishment)
 cinghialerie,1,hunting supplies
 latteria,1,dairy
 Perito,1,expert
 affini (vendita),1,sales
 rdm,1,unknown
Ca' Foscari,1,university
Ispet. di l. Gl. Sez. Lavori di Venezia,1,government inspection
(Ditta),1,company
 Camera ricorso Legione Territ. Guardia di Finanza,1,financial guard
"Clichés in zinco, rame ed ottone",1,printing
"incisore, cesellatore, sbalzatore",1,engraver
"fiori, piante e cementisti",1,floristry
G. V,1,unknown
 giornali,1,newspapers
Veneto,1,region
Ispett. Reg.,1,government inspection
"cioccolopo, caffè (esercizi)",1,café
Capo Uff. Stampa e Propag.,1,public relations
"caffe, (esercizi)",1,café
"cicità, noleggio imbarcazioni",1,boat rental
officina industria alluminio,1,aluminum industry
maestro,1,teacher
officium industria,1,industry
presso la Corte d’Appello,1,legal profession
M 40,1,unknown
 interni,1,interiors
 riproduzioni quadri,1,art reproductions
Fotografia,1,photography
nepote,1,nephew
"cordami, spaghi, filati",1,ropes and threads
Cereali,1,cereals
officina meccanici metalurgla e costruzioni in ferro,1,mechanical workshop
ferro battuto,1,wrought iron
ditta,1,company
hur,1,hur
polizia rifiori,1,police
Premiate Cantine,1,wine cellars
"Spt, S. Zaccaria",1,St. Zaccaria
Insegnanti Circolo Filologico,1,teachers' association
Ispettore Tecnico del movimento postale,1,postal inspector
terrazzi piorellane,1,terraces
Vini (grossista),1,wine wholesaler
Giornali (rivendita),1,newspaper retailer
lingerie e maglieric,1,lingerie and knitwear
profumi e affini (fab. brcia),1,perfumes and related
cereali (grossista e de-posto),1,cereals wholesaler
Fabbro Ferrario e Une-celnino,1,blacksmith
Antiche,1,antiques
leatarie,1,leather goods
sarto a uomo,1,men's tailor
Tuberero,1,Tubero (pipe maker)
"Ritratti artistici, Lavori industriali",1,"Artistic portraits, Industrial works"
colori e vernici (dett.),1,Paints and varnishes
carbonaio e legna (dettaglio),1,Coal and wood dealer
Consigliere Banca Veneta Mezzana a Gretti e Conti Correnti,1,Banking advisor
V. Pres. | Ass. Naz . Reduci,1,Veterans Association
UPSEA | Uff. Regionale di Coordinamento,1,Regional Coordination Office
(gabinetti di posa),1,(photo studios)
Galleria gG. Franchetti alla Ca D’Oro,1,Art gallery
A.C.S Empale. vile e handli're;,1,Handicrafts
alimentarist (gross),1,Grocer
Sindaco effettivo Banca Veneziana di Crediti e Conti Correnti,1,"Mayor, Banking institution"
elettrotecnica,1,Electrical engineering
"Pres. Assoc. Naz. Reduci, Palazzo ex Reale",1,Veterans Association President
Società Coop. dell’Arte e dei Lavoratori dell’edilizia ed affini,1,Cooperative Society for Construction
 alimentari,1,Food products
materiali radio electri,1,Radio materials
articoli sanitari,1,Sanitary articles
Conchiapje,1,"(unclear, possibly a trade)"
compra-vendita,1,Buy-sell
chianista,1,"(unclear, possibly a trade)"
nolleggio imbarcazioni,1,Boat rental
artistic,1,Artistic
well executives,1,Executives
macchine sutenili nuove e do canzone,1,New machinery and song
"""Pavimenti e rivestimenti""",1,Flooring and coverings
SUDDIVISIONE DEGLI UFFICI,1,Office division
Vice Segretario gen.,1,Deputy Secretary General
Dirigente incaricato,1,Appointed manager
Ufficio Contravvenzioni,1,Violations office
"Uff. Stazione di Cura,  Soggiorno,  Turismo",1,"Health, stay, tourism office"
Esattore dell'imposta di soggiorno,1,Tourist tax collector
Gerente,1,Manager
Divisione tecnologica,1,Technological division
Sezione Città,1,City section
Sezione Terraferma,1,Mainland section
Sezione Estuario e Marghera,1,Estuary and Marghera section
Patrimonio,1,Heritage
Sezione Amministrativa,1,Administrative section
Medico vic ispettore del servizio sanitario,1,Medical inspector
Ispettore servizi di annona,1,Food supply inspector
Vice ispettore di annona,1,Deputy food supply inspector
Ingegnere igienista,1,Hygiene engineer
Segretario capo sezione,1,Chief section secretary
Direttore veterinario,1,Veterinary director
Veterinario assistente,1,Assistant veterinarian
Comando Vigili,1,Fire department
UFFICIO IMPOSTA GENERALE SULL'ENTRATA,1,General income tax office
"Conservatore, ",1,Conservator
DIREZIONE SUPERIORE DI DOGANA,1,Superior customs direction
Direttore locale,1,Local Director
Ispettore Capo di giro,1,Chief Inspector
Ispettore Capo Uff. Visite,1,Chief Inspection Office
Ispettore Capo Uff. Scritture,1,Chief Writing Office
Capo Ufficio Statistica: Proo Capo,1,Chief Statistical Office
Ricevitore Capo,1,Chief Receiver
Comandante Gruppo,1,Group Commander
Comandante la compagnia di Venezia,1,Commander of Venice Company
Comandante la tenenza Venezia,1,Commander of Venice Detachment
Comandante la compagnia di Mestre,1,Commander of Mestre Company
Comandante la tenenza di Chioggia,1,Commander of Chioggia Detachment
Comandante la tenenza di Portogruaro,1,Commander of Portogruaro Detachment
Uff. Superiore addetto,1,Senior Officer
Capitano addetto,1,Attached Captain
Comandante di legione,1,Legion Commander
Relatore,1,Reporter
Direttore dei Conti,1,Director of Accounts
Aiutante Maggiore in Prima,1,Major Assistant
Dirigente uff. Servizio,1,Service Office Manager
Ufficiale di Magazzino,1,Warehouse Officer
Ufficiale Pagatore,1,Payment Officer
Capo reparto automob.,1,Automotive Department Head
Camera Ricovero Legion.,1,Legion Recovery Office
Nucleo polizia Trib. invest.,1,Police Unit for Investigations
Ufficiale Addetto P. T. I.,1,Officer Attached to P.T.I.
Stazione Naviglio,1,Shipping company
Capo del Compartimento,1,Government official
"Capo dell'ufficio, Ufficio impianti elettrici e di segnalamento",1,Electrical engineering office
"Ispettore I. Classe, Ramo I.",1,Inspector
"Ispettore 2.a Classe, Ramo II",1,Inspector
"Ispettore I Classe, Riparto Telegrafonico",1,Telegraph inspector
"Capo I. Riparto, Ispettore II. classe",1,Inspector
"Succ. n. 5, Titolare",1,Business owner
S. Donà di Piave,1,Geographic location
L'Intendente di Finanza,1,Finance official
Rappresentanza della Deputazione Provinciale,1,Provincial government
Rappresentanza del Comune,1,Municipal government
Rappresentanza della Camera di Commercio,1,Chamber of commerce
Direttore amministrativo dell'Istituto Segretario,1,Administrative director
Direttore Amministrativo,1,Administrative director
Applicata straordinaria,1,Special application
Alunno d'ordine,1,Student
Rag.,1,Accountant
Storia economica,1,Economic history
Diritto commerciale,1,Commercial law
Statistica,1,Statistics
Tecnica industriale e commerciale,1,Industrial and commercial technology
Scienza delle finanze e diritto finanziario,1,Financial law
Economie e politica agraria,1,Agricultural economics
Tecnica del commercio internazionale,1,International trade technology
Diritto internazionale,1,Legal profession
Diritto della navigazione,1,Legal profession
Matematica generale e di Matematica finanziaria,1,Education/Mathematics
Tecnica bancaria e professionale,1,Banking profession
Istituzioni di diritto pubblico,1,Government/civic institution
Istituzioni di diritto privato,1,Legal profession
Demografia generale,1,Demography
Diritto aeronautico,1,Legal profession
Statistica economica,1,Economics/statistics
Storia economica (incar.),1,History
Statistica (incar.),1,Statistics
Diritto pubblico,1,Legal profession
Diritto privato,1,Legal profession
Scienze delle ze e diritto finanziario,1,Finance/legal profession
Matematica finanziaria,1,Finance
Lingua e letteratura italiana,1,Education/Literature
Storia,1,History
Filologia romanza,1,Philology
Lingua serbo-croata,1,Education/Languages
Lingua e letteratura russa,1,Education/Languages
Filologia germanica,1,Philology
Lingua e letteratura inglese,1,Education/Languages
Geografia,1,Geography
Storia della filosofia,1,Philosophy
Pedagogia,1,Education/Pedagogy
Filosofia,1,Philosophy
Lingua e letteratura latina,1,Latin Literature
Glottologia romanza,1,Romance Linguistics
Lingua russa,1,Russian Language
Lingua rumena,1,Romanian Language
Diritto e procedura penale,1,Criminal Law
Storia delle dottrine economiche,1,Economic Doctrines
Contabilita di Stato,1,State Accounting
Diritto civile,1,Civil Law
Elementi di diritto e procedura penale,1,Criminal Procedure
Tecnica amministrativi delle aziende industriali,1,Industrial Management
Tecnica commerciale e bancaria,1,Commercial Banking
Elementi di diritto processuale civile,1,Civil Procedure
"Ragioneria generale applicata, Economia aziendale",1,General Accounting
Laboratorio di Merceologia e Museo merceologico,1,Merchandise Laboratory
Laboratorio di Geografia economica,1,Economic Geography
Laboratorio di Economia politica — Francesco Ferrera,1,Political Economy
Laboratorio di Politica economica e finanziari,1,Economic Policy
Assistente comandato,1,Assigned Assistant
Laboratorio di Scienza delle finanze e diritto finanziario,1,Finance Science
Assistenti incaricati,1,Appointed Assistants
Assistente vol.,1,Voluntary Assistant
Prof. dr. ing.,1,Professor Engineer
"Gr. uff, dr. arch.",1,Senior Architect
Primo Ragioniere con funzioni di Direttore Amministrativo,1,Chief Accountant
di Elementi di architettura e rilievo dei monumenti,1,Architecture
di Scienza delle costruzioni,1,Civil Engineering
per Mineralogia e geologia,1,Mineralogy and Geology
Tecnologia dei materiali e tecnica delle costruzioni,1,Construction Technology
Chimica generale ed applicata,1,Chemistry
"impianti tecnici, Estimo ed esercizio professionale",1,Technical Installations
Meccanica razionale e statistica grafica,1,Mechanics
"Fisica, Fisica tecnica",1,Physics
Caratteri stilistici e costruttivi dei monumenti,1,Architectural Styles
Matere i radiche,1,Wood Materials
Letteratura italiana,1,Italian Literature
Storia dell'arte e storia e stili dell'arch.,1,Art History
"Architettura degli interni, arredamento e decorazione",1,Interior Design
Decoratore,1,Decorator
Segretario capo di Prima classe,1,Chief Secretary
Segretario capo di Seconda classe,1,Secretary
Ragionier capo di Prima classe,1,Chief Accountant
Archivista Capo,1,Chief Archivist
Avventizi di Seconda categoria,1,Temporary Workers
Usciere,1,Usher
Avventizia di Quarta categoria,1,Temporary Workers
" Ponte delle Maravegie,  Sezione di Lido,  Via Malamocco, , ",1,Local Address
" Rio Terra S. Giuseppe di Castello, , ",1,Local Address
" Arsenal°, , ",1,Shipyard
Scultura,1,Sculpture
Direttore dell’Osservatorio,1,Scientific institution
Storia Ec. Ebraico,1,Historical research
"Francese, Matematica",1,Education
Scienze e Matematica,1,Education
dommatica,1,Unknown
lettere (ginnasio),1,Education
morale e sacra pastorale,1,Religious institution/clergy
ISTITUTO CONVITTO « G. MARCONI »,1,Educational institution
SCUOLA MERLETTI DI BURANO REGINA ELENA,1,Educational institution
Membro effettivo; Commissario straordinario per la Presidenza,1,Government/civic institution
Soprintendente,1,Superintendent
O. nei Licei Ginasio,1,Education
Contabile,1,Accounting profession
Primo restauratore,1,Restoration
Restauratore,1,Restoration
Custode,1,Custodial services
Bibliot Direttore,1,Library management
 aggiunto,1,Unknown
Guardian Grande,1,Religious institution/clergy
Guardiano ai Mattin,1,Religious institution/clergy
Reggente la Cancellaria,1,Government/civic institution
Cappelano,1,Religious institution/clergy
Presidente Onorario,1,Government/civic institution
"Solesin,",1,Unknown
Rag. capo,1,Accounting profession
Capo archivista,1,Archival profession
Medico Direttore,1,Medical Director
Medica,1,Doctor
Medica II,1,Doctor
Chirurgia I,1,Surgery
Chirurgia II,1,Surgery
Chirurgia III,1,Surgery
Dermosioplasticna,1,Dermatology
Oculista,1,Ophthalmologist
Ostetricia,1,Obstetrics
Gabinetto batteriologo,1,Bacteriology Lab
Gabinetto radiologico,1,Radiology Lab
Farmacla interna,1,Internal Pharmacy
Farmacìa esterna,1,External Pharmacy
Farmacia Sant'Elena (gestfita dall'ospedale),1,Pharmacy
Primario,1,Chief Physician
Primario direttore,1,Chief Director
Segretario-Economo,1,Secretary-Treasurer
Mdico-Direttore,1,Medical Director
Vice segretaria,1,Vice Secretary
Matrimoni,1,Marriage Services
Economati,1,Economies
Coadjutore,1,Assistant
Canonici residenziali (arcidiacono prima dignità),1,Residential Canons
Canonici residenziali (arciprete seconda dignità),1,Residential Canons
Canonici residenziali (teolog.),1,Theological Canons
Canonici residenziali (penitenz),1,Religious institution/clergy
Canonici residenziali,1,Religious institution/clergy
Domenicani,1,Religious institution/clergy
"Scuole ginnasiali e Liceo classico, Istituto tecnico industriale",1,Educational institution
"Istituto Coletti con scuole per meccanici, falegnami-calzolai",1,Educational institution
Capo Gruppo regionale,1,Government/civic institution
Assistenza,1,Social services
COMITATO OLIMPICO NAZIONALE ITALIANO,1,Sports organization
D.,1,Unknown
Segreteria,1,Government/civic institution
Comitato Federale,1,Government/civic institution
 numero 4925,1,Unknown
 Noale,1,Unknown
Commissario Provinciale,1,Government/civic institution
Mons. Urbanà,1,Religious institution/clergy
Mons. Ettore Baressan,1,Religious institution/clergy
Bimesile,1,Unknown
Bce salutariameta,1,Unknown
Arredamento,1,Furniture trade
Medico Chirurgo Ostetrico,1,Medical profession
Specialista Malattie Lattanti e Bambini,1,Pediatric Specialist
"Revisore Ufficiale dei Conti, Amministratore Giudiziario, Consulenza e Assistenza Tributaria, Economico, Commerciale, Ragioneristica",1,Accounting and Tax Consulting
Scuola di dattilografia,1,Typing School
Imballaggi,1,Packaging
Hotel-Restaurant,1,Hotel and Restaurant
Banchi Lotto,1,Lottery Stands
Ditta Fiorin Pietro,1,Business Name
FORNITURE COMPLETE,1,Complete Supplies
Case da Gioco,1,Gaming Houses
Costruzioni Meccaniche,1,Mechanical Construction
Gassogeni,1,Gas Generators
Ditta Cecchiotti,1,Business Name
"VETRI DIFFUSORI PRISMATICI PER ILLUMINAZIONE, PROIETTORI E RIFLETTORI PER ILLUMINAZIONE, PUBBLICA, INDUSTRIALE, STABILIMENTI E UFFICI, RAPPRESENTANTE S. A. SUPER LUX",1,Lighting Equipment
"IMPIANTI ELETTRICI DI QUAL SIASI TIPO, LAMPADARI, COMPLESSI ILLUMINANTI, APPARECCHI E MATERIALE ELETTRICO, PROIETTORI, VETRI DIFFUSORI PRISMATICI,",1,Electrical Installations
"INSEGNE DECORAZIONI AL NEON, IMPIANTI DI ILLUMINAZIONE A GAS RARI, AGENTE PER IL VENETO S. A. SUPER LUX",1,Neon Signage
"SOCIETÀ ADRIATICA TRASPORTI TURISMO IMBARCHI, SBARCHI, (GIÀ SUCO. GUETTA SOC. AN.) UFFICIO VIAGGI E TURISMO,",1,Transport and Tourism
IMBALLAGGIA DI LEGNO PER QUALSIASI INDUSTRIA PAGLIA DI LEGNO PER IMBALLE DEPOSITO DI VENEZIA,1,Wooden Packaging
capo ufficio matricola,1,Office Manager
Conterie ar-pe-le,1,Bead Manufacturing
Industria editoriale San Fantin,1,Publishing Industry
Accademico,1,Academic Institution
Traslochi,1,Moving Services
edicola,1,newsstand
Capo del Compartimento Ferrovie dello Stato,1,railway administration
assistente Soprintendenza ai Monumenti Medievali e Moderni di Veneto Orientale,1,heritage preservation
scatole carta cartoni ed affini,1,paper products
"ristorante, caffè",1,restaurant and café
to-ba,1,tobacco shop
notai1o,1,notary
barberie,1,barber shop
sagunrO,1,unknown
S. A. Commercio Carboni e affini,1,coal trading company
"stoffe, tessuti, lingerie e maglierie",1,textiles and lingerie
Commissario Straord.,1,government commissioner
Compravendita immobili,1,real estate agency
carbone e legna (grossosta),1,coal and wood wholesale
fabbro ferrario e meccanico,1,blacksmith and mechanic
Ispettor Prov. agricoltura,1,agricultural inspector
elettricità industriale e gas,1,industrial electricity and gas
professor,1,educator
Capo Sez. Uff. Dazio,1,customs office
Compra-vendita,1,trading company
stoffe per mobili,1,upholstery fabrics
"Forniture Statali, Parastatali e Private, Costruzioni Elettriche Centrali, Sottostazioni di Trasformazione e smistamento. Cabine di Trasformazione e di Manovra, Officine carica accumulatori. Linee per trasporto energia per alta e bassa tensione. Per trazioni o telefoniche in genere. Impianti di bordo: Da guerra e mercantili, industriali di luce o forza motricc., Domestici, Di segnalazione. In serie e ad intensità costante, Telefoni, Teatrali, Ospedalieri. Segnalamenti Terrestri e Marittimi. Acustici o luminosi. Macchinari Elettrici, Riparazioni, Riavvolgimenti.",1,electrical supply and construction
dermosifilopata,1,dermatology
San Giovanni e Paolo,1,religious institution
galleria d’arte,1,art gallery
avvocate,1,legal profession
mobili fabbriche,1,furniture manufacturing
Dursto Militare,1,military supply
fabbro ferraio e mecca-nico,1,blacksmith and mechanic
"Confezioni ""Al Pupo"" Per Bambini",1,children's clothing
Stoffe per arredamenti,1,upholstery fabrics
Colletlico Italialee,1,Italian collars
"Guanti, Pizzi, Ricami a mano, Esportazione",1,gloves and embroidery
bodhiie,1,unknown
Zattere 1406,1,rafts
Ospizio Marino,1,marine hospice
Ufficio Tecnico dell'Amministrazione della Provincia,1,provincial administration office
cantiere navale ricuperi,1,shipyard repairs
Rettore Istituto Italiano Bava,1,rector of Italian institute
Articoli imballaggi di cellulosa,1,packaging materials
 tessuti seterie e affini,1,silk fabrics
Commissione Direttiva del Circolo Artistico,1,artistic society
Libreria Universitaria,1,university bookstore
"Cartotecnica, Tipografa",1,printing and paper
conservere,1,preservation
abiti confezionati,1,ready-made clothing
stoffe tessuti,1,textile fabrics
tappetti decorazioni,1,decorative carpets
otorinolaringoiatra,1,ENT specialist
cornice,1,framing
Dentista,1,Dentist
Soprintendenza ai Monumenti Medioevali e moderni del Veneto Orientale,1,Heritage Preservation
macchine per cucire,1,Sewing Machines
Impianti di illuminazione a gas vari,1,Gas Lighting
pollc-in,1,Poultry
trattoria e Albergo il  Accademia,1,Restaurant and Hotel
ing. cav,1,Engineer
cicli e motocicli vendita,1,Bicycle and Motorcycle Sales
pellicterie,1,Furriers
Capo di Stato Magg. Comando Militare Marittimo Autonomo Dell'Alto Adriatico,1,Military Command
 trattoria,1,Restaurant
risandamento e fumisteria,1,Heating and Plumbing
Pres. dell'Associazione Prov. tra gli Agenti di Assicurazione,1,Insurance Association President
carbone e legna (grossi sta),1,Coal and Wood
articoli igienici,1,Hygiene Products
Capo Divisione Soprintendenza ai Monumenti Mediovali e Moderni del Veneto Orientale,1,Heritage Preservation Division
Concessionaria per le reclandiazioni circolari,1,Circular Reclamation
radio (trasmissioni),1,Radio Broadcasting
"commmercio e lavorazione, Stabilimento : Murano, Fondamenta Manin numero 78",1,Glassworks
Istituto Nazionale per l'Assie. contro gli Infortuni sul Lavoro,1,National Institute for Workplace Safety
lo porta orlat. uff. nostra generale sull’entrata,1,General Office
Officina di Villar Perosa,1,Workshop
professore Istituto Universitario di Architettura,1,Architecture Professor
"Ispettore di Zona, Azienda di Stato per i servizi Telefonici",1,State Telephone Inspector
stoffe per arredamenti,1,Upholstery Fabrics
carbonia,1,coal trade
argenteria orologeria,1,silverware and watchmaking
Presidente del Casinò di Commercio,1,casino management
Direttore Istituto Universitario di Archit.,1,university architecture institute
V. Presidente Ass. Inquilini e Senza Tetto,1,tenants' association
Negozi,1,retail stores
Pavimentazioni e Rivestimenti Musici e Vetrosi,1,flooring and tiling
già Suce Guetta Società An.,1,company name
A.l S. Biagio,1,religious institution
Soprintendenza ai Monumenti Medioevali e Moderni del Veneto Orientale,1,heritage preservation
compatabile suprimetendenza al Monumenti Medianei e Moderni del Veneto Orientale,1,heritage preservation
Archivista Soprintendenza ai Monumenti Medioevali e Moderni del Veneto Orientale,1,archivist
automoleggio,1,car rental
industria bostchiva,1,forestry industry
 olii,1,oils
"stoffe per arredamenti, tendeaggi e tappezzi, Filiali a Roma, Milano, Torino, Firenze",1,upholstery fabrics
gestione S. A. ICSA,1,company management
Magistrato alle Acque,1,water magistrate
Commercio,1,commerce
Suaege,1,unknown
