Name,Address,Location,Category,Role,Profession,Additional Info,Notes,Political Party,page_num,source_file,section,civic_num,civic_lett,sestiere_parsed,parish_parsed,sestiere_implied,match_note,location_cleaned,fail_reason,nom_classification,nominatim_query,nominatim_flagged,matched_lat,matched_lon,match_confidence,geocoding_tier,matched_parish,matched_sestiere,matched_lett,all_doors
Flamini dr. Renato,Calle degli Avvocati n. 207,Palazzo Camera di Commercio,,Capo della Segreteria Centrale,Commissariato di S. Elena,,,,53,page_53_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo Camera di Commercio, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,,,no_civic_number,,,,,
Cerato dr. Giovanni,Calle degli Avvocati n. 207,Palazzo Camera di Commercio,,Capo del Servizio Esercizio e Lavoro,Commissariato di S. Elena,,,,53,page_53_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo Camera di Commercio, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,,,no_civic_number,,,,,
Adami ing. Mario,Calle degli Avvocati n. 207,Palazzo Camera di Commercio,,Capo dei Servizio Tecnico,Commissariato di S. Elena,,,,53,page_53_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo Camera di Commercio, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,,,no_civic_number,,,,,
Sartorari dr. Francesco,Calle degli Avvocati n. 207,Palazzo Camera di Commercio,,Capo del Servizio Sanitario,Commissariato di S. Elena,,,,53,page_53_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo Camera di Commercio, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,,,no_civic_number,,,,,
Miotto Angelo,Calle degli Avvocati n. 207,Palazzo Camera di Commercio,,Capo della Ragioneria,Commissariato di S. Elena,,,,53,page_53_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo Camera di Commercio, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,,,no_civic_number,,,,,
Gasparini Aldo,S. Marco 7541,,,Impiegi di Segreteria,al Porto di Venezia,",",,,55,page_55_semantic.csv,government,7541.0,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,,no_numeric_bounds,inside_venice,,False,,,no_numeric_bounds,,,,,
Bassi dr. Pietro,San Angelo - Ponte dei Frati n. 3553,,,Intendente,"INTENDENZA DI FINANZA,",,,,57,page_57_semantic.csv,government,3553.0,,,L'Angelo,False,Nominatim failed: query=None | type=nan class=nan,,number_not_in_reference,inside_venice,,False,,,number_not_in_reference,,,,,
Marcato dr. Antonio,San Angelo - Ponte dei Frati n. 3553,,,Vice Intendente,"INTENDENZA DI FINANZA,",,,,57,page_57_semantic.csv,government,3553.0,,,L'Angelo,False,Nominatim failed: query=None | type=nan class=nan,,number_not_in_reference,inside_venice,,False,,,number_not_in_reference,,,,,
Loiacono avv. Gaetano,San Angelo - Ponte dei Frati n. 3553,,,Vice Intendente,"INTENDENZA DI FINANZA,",,,,57,page_57_semantic.csv,government,3553.0,,,L'Angelo,False,Nominatim failed: query=None | type=nan class=nan,,number_not_in_reference,inside_venice,,False,,,number_not_in_reference,,,,,
Fiori rag. Guido,San Angelo - Ponte dei Frati n. 3553,,,Vice Intendente,"INTENDENZA DI FINANZA,",,,,57,page_57_semantic.csv,government,3553.0,,,L'Angelo,False,Nominatim failed: query=None | type=nan class=nan,,number_not_in_reference,inside_venice,,False,,,number_not_in_reference,,,,,
Alberti rag. Giovanni,San Angelo - Ponte dei Frati n. 3553,,,Direttore di Ragioneria,"INTENDENZA DI FINANZA,",,,,57,page_57_semantic.csv,government,3553.0,,,L'Angelo,False,Nominatim failed: query=None | type=nan class=nan,,number_not_in_reference,inside_venice,,False,,,number_not_in_reference,,,,,
Squarzini rag. Alessandro,Piscina S. Zulian N. 548,,,Direttore,"UFFICIO PROVINCIALE DEL TESORO,",,,,57,page_57_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Guasti dr. Giovanni,Calle Contarini Corfù N. 1057, S. Marta,,,"Direttore chimico, ",,,,57,page_57_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Chiullern Salvatore,Via XXII Marzo,S. Marta,,Procuratore,Ufficio del Registro,Reggente,,,58,page_58_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Castelluccio Timoleone,Via XXII Marzo,S. Marta,,I. Procuratore,Ufficio Distrettuale della II. DD.,Titolare,,,58,page_58_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Puma Attilio,Via XXII Marzo,S. Marta,,I. Procuratore,Ufficio del Registro,Titolare,,,58,page_58_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Quartararo Simone,Via XXII Marzo,S. Marta,,I. Procuratore,Ufficio Distrettuale delle II. DD.,Titolare,,,58,page_58_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Ventura dr. ing. Giuseppe,Tolentini n. 420-23,S. Marta,,Direttore,"Uffici Finanziari di Mirano,",,,,58,page_58_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Valenti dr. ing. Ferdinando,Tolentini n. 420-23,S. Marta,,Vice Direttore,"Uffici Finanziari di Mirano,",,,,58,page_58_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Corti rag. Aldo,Tolentini n. 420-23,S. Marta,,Commis, Amm.vo,,,,58,page_58_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Gafoalei rag Domenico,Tolentini n. 420-23,S. Marta,,Vice Commis.,"Uffici Finanziari di Mirano,",,,,58,page_58_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Toso Ottone,Tolentini n. 420-23,S. Marta,,Capo Tecnico Principale,"Uffici Finanziari di Mirano,",,,,58,page_58_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Panizzut Umberto,Tolentini n. 420-23,S. Marta,,Economo Cassiere,"Uffici Finanziari di Mirano,",,,,58,page_58_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Franc. sco Faccone,Accademia numero 1057,S. Marta,,Ispettore Compartimentale,Comm.,",",,,58,page_58_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Monaco Cav. Angelo,Accademia numero 1057,S. Marta,,Direttore Superiore,,",",,,58,page_58_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
__SECTION__: COMANDI MILITARI,,,,,,,,,59,page_59_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_address,,,,,
Comando Militare Marittimo Autonomo dell’Alto Adriatico e della Piazza Marittima di Venezia,,,,,,Arsenale,,,59,page_59_semantic.csv,government,,,,,False,"Nominatim failed: query=Comando Militare Marittimo Autonomo dell’Alto Adriatico e della Piazza Marittima di Venezia, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Comando Militare Marittimo Autonomo dell’Alto Adriatico e della Piazza Marittima di Venezia, Venezia, Italy",False,,,no_address,,,,,
Vintina Ammiraglio di Divis. ne Massimiliano,,,,,Comandante Militare Marittimo Autonomo dell’Alto Adriatico,,,,59,page_59_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_address,,,,,
Bagagiolo Tenente di Vascello Antonio,,,,,Aiutante di Bandiera,,,,59,page_59_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_address,,,,,
Pellegrini Comm. Ernesto,,,,Capo di Stato Magg.,,,,,59,page_59_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_address,,,,,
Zanchi Cav. Carlo,,,,S.Capo di Stato Maggiore,,,,,59,page_59_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_address,,,,,
Bartoli Cap. di Corvetta Francesco,,,,Ufficio Naviglio,,,,,59,page_59_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_address,,,,,
Valsecchi Ten. di Vascello Ferdinando,,,,Ufficio Telecomunicazioni,,,,,59,page_59_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_address,,,,,
Gabrielli Anselmo,,,,Ufficio Giustizia Disciplina,,,,,59,page_59_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_address,,,,,
Nasta Virgilio,,,,Uff. Matricola,Cap. di Corv.,,,,59,page_59_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_address,,,,,
Griffo cav. Umberto,,Economato,,,,,,,59,page_59_semantic.csv,government,,,,,False,"Nominatim failed: query=Economato, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Economato, Venezia, Italy",False,,,no_address,,,,,
Puggiotto Comm. Giuseppe,,Cappellano Militare R. Marina : Mons.,,,,,,,59,page_59_semantic.csv,government,,,,,False,"Nominatim failed: query=Cappellano Militare R. Marina, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Cappellano Militare R. Marina, Venezia, Italy",False,,,no_address,,,,,
__SECTION__: COMANDO BASE NAVALE,,,,,,,,,59,page_59_semantic.csv,government,,,,,False,"Nominatim failed: query=Comando Base Navale, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Comando Base Navale, Venezia, Italy",False,,,no_address,,,,,
Salvestroni cav. uff. Mario,,Com.te,,Cap. di Vascello,,,,,59,page_59_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_address,,,,,
Bongiovanni cav. uff. Gian Maria,Com.te in 2.a,,,Cap. di Freg.,,,,,59,page_59_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Denaro cav. uff. Alfio (temp.),Com.te in 2.a,Direzione Costruzioni Navali e Meccaniche,,Direttore,Ten. Col. G. N.,,,,59,page_59_semantic.csv,government,,,,,False,"Nominatim failed: query=Direzione Costruzioni Navali e Meccaniche, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Direzione Costruzioni Navali e Meccaniche, Venezia, Italy",False,,,no_civic_number,,,,,
Denaro cav. uff. Alfio (temp.),Com.te in 2.a,Vice Direttore,,Ten. Col. G. N.,,,,,59,page_59_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Pellegrini cav. uff. Sergio,Com.te in 2.a,Direz. Artigl. armi navali e munizionamento,,Direttore,Col. A. N.,,,,59,page_59_semantic.csv,government,,,,,False,"Nominatim failed: query=Direzione Artiglieria Armi Navali e Munizionamento, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Direzione Artiglieria Armi Navali e Munizionamento, Venezia, Italy",False,,,no_civic_number,,,,,
Richiardone cav. Nestore,Com.te in 2.a,Vice Direttore,,Ten. Col. A. N.,,,,,59,page_59_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Cimino cav. Luigi,Com.te in 2.a,Direzione Genio Militare per la Marina,,Ten. Col,,,,,59,page_59_semantic.csv,government,,,,,False,"Nominatim failed: query=Direzione Genio Militare per la Marina, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Direzione Genio Militare per la Marina, Venezia, Italy",False,,,no_civic_number,,,,,
Denaro cav. uff. Alfio,Com.te in 2.a,Ufficio Tecnico Genio Navale,,Direttore,Ten. Col. G. N.,,,,59,page_59_semantic.csv,government,,,,,False,"Nominatim failed: query=Ufficio Tecnico Genio Navale, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Ufficio Tecnico Genio Navale, Venezia, Italy",False,,,no_civic_number,,,,,
__SECTION__: Zona Fari,Com.te in 2.a,,,,,,,,59,page_59_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Nucci cav. uff. Antonio,Com.te in 2.a,Com.te,,Cap. di Freg.,,,,,59,page_59_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
__SECTION__: Comando Difesa M. M.,Com.te in 2.a,,,,,,,,59,page_59_semantic.csv,government,,,,,False,"Nominatim failed: query=Comando Difesa Marina Militare, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Comando Difesa Marina Militare, Venezia, Italy",False,,,no_civic_number,,,,,
Notarbartolo cav. uff. Marco,Com.te in 2.a,Com.te,,Cap. di Fregata,,,,,59,page_59_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
__SECTION__: Comando Deposito C. R. E. M.,Com.te in 2.a,,,,,,,,59,page_59_semantic.csv,government,,,,,False,"Nominatim failed: query=Comando Deposito C. R. E. M., Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Comando Deposito C. R. E. M., Venezia, Italy",False,,,no_civic_number,,,,,
Linnanazza cav. uff. Carlo,Com.te in 2.a,Com.te,,Cap. di Fregata,,,,,59,page_59_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
__SECTION__: Scuola Sottufficiali,Com.te in 2.a,,,,,,,,59,page_59_semantic.csv,government,,,,,False,"Nominatim failed: query=Scuola Sottufficiali, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Scuola Sottufficiali, Venezia, Italy",False,,,no_civic_number,,,,,
Foscari cav. uff. Adriano,Com.te in 2.a,Com.te,,Cap. di Vascello,,,,,59,page_59_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
__SECTION__: Direzione Sanità M. M.,Com.te in 2.a,,,,,,,,59,page_59_semantic.csv,government,,,,,False,"Nominatim failed: query=Direzione Sanità M. M., Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Direzione Sanità M. M., Venezia, Italy",False,,,no_civic_number,,,,,
Bizzarri Comm. Michele,Com.te in 2.a,Direttore,,Col. Medico,,,,,59,page_59_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Vanelli cav. Ugo,Com.te in 2.a,Vice Direttore,,Ten. Col. Medico,,,,,59,page_59_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Serra Mannicheddu cav. uff. Francesco,Com.te in 2.a,Com.te,,Col. di Porto,,,,,59,page_59_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Venanzi cav. Francesco,Com.te in 2.a,,,Ten. Col.,,,,,59,page_59_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
__SECTION__: Distretto Militare di Venezia,"Campo dei Gesuiti, Caserma Manin",,,,,,,,59,page_59_semantic.csv,government,,,,,False,"Nominatim failed: query=Distretto Militare di Venezia, Venezia, Italy | type=military class=landuse",,no_civic_number,inside_venice,"Distretto Militare di Venezia, Venezia, Italy",False,,,no_civic_number,,,,,
Guidi Col. Finciati,"Campo dei Gesuiti, Caserma Manin",Comandante,,,,,,,59,page_59_semantic.csv,government,,,,,False,"Nominatim failed: query=Distretto Militare di Venezia, Venezia, Italy | type=military class=landuse",,no_civic_number,inside_venice,"Distretto Militare di Venezia, Venezia, Italy",False,,,no_civic_number,,,,,
Righti Ferruccio,"Campo dei Gesuiti, Caserma Manin",Aiutante Maggiore in I.,,T. Col.,,,,,59,page_59_semantic.csv,government,,,,,False,"Nominatim failed: query=Distretto Militare di Venezia, Venezia, Italy | type=military class=landuse",,no_civic_number,inside_venice,"Distretto Militare di Venezia, Venezia, Italy",False,,,no_civic_number,,,,,
Agozzino Vincenzo,"Campo dei Gesuiti, Caserma Manin",Capo Ufficio Matricola,,T. Col.,,,,,59,page_59_semantic.csv,government,,,,,False,"Nominatim failed: query=Distretto Militare di Venezia, Venezia, Italy | type=military class=landuse",,no_civic_number,inside_venice,"Distretto Militare di Venezia, Venezia, Italy",False,,,no_civic_number,,,,,
De Benedictis Lorenzo,"Campo dei Gesuiti, Caserma Manin",Capo Ufficio forza in congedo,,T. Col.,,,,,59,page_59_semantic.csv,government,,,,,False,"Nominatim failed: query=Distretto Militare di Venezia, Venezia, Italy | type=military class=landuse",,no_civic_number,inside_venice,"Distretto Militare di Venezia, Venezia, Italy",False,,,no_civic_number,,,,,
Germano Francesco,"Campo dei Gesuiti, Caserma Manin",Relatore,,Ten. Col.,,,,,59,page_59_semantic.csv,government,,,,,False,"Nominatim failed: query=Distretto Militare di Venezia, Venezia, Italy | type=military class=landuse",,no_civic_number,inside_venice,"Distretto Militare di Venezia, Venezia, Italy",False,,,no_civic_number,,,,,
Ingrao Vittorio,"Campo dei Gesuiti, Caserma Manin",Consegnatario magazzino,,Magg.,,,,,59,page_59_semantic.csv,government,,,,,False,"Nominatim failed: query=Distretto Militare di Venezia, Venezia, Italy | type=military class=landuse",,no_civic_number,inside_venice,"Distretto Militare di Venezia, Venezia, Italy",False,,,no_civic_number,,,,,
Bacci Azeglio,"Campo dei Gesuiti, Caserma Manin",Direttore dei Conti,,Cap.,,,,,59,page_59_semantic.csv,government,,,,,False,"Nominatim failed: query=Distretto Militare di Venezia, Venezia, Italy | type=military class=landuse",,no_civic_number,inside_venice,"Distretto Militare di Venezia, Venezia, Italy",False,,,no_civic_number,,,,,
"__SECTION__: ""duse.""",VENEZIA - Via XXII Marzo 2288,,,,,"Macchine per scrivere - Calcolatrici - Duplicatori, OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI",,,59,page_59_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
T. Col. Venanzi Francesco,Venezia,,,Comandante in 2.a,,Direzione Marittima e Capitaneria di Porto di Venezia,,,60,page_60_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
T. Col. Bonacini Remo,Venezia,,,Direzione Marittima e Gabinetto,,Direzione Marittima e Capitaneria di Porto di Venezia,,,60,page_60_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
