occupation,frequency,cluster_id
articoli fotografici,4,9
Falegnameria,4,9
Decoratore e pittore,4,9
Figura disegnata,4,9
Casse e Arredi Mortuari,3,9
Vetrerie,3,9
Fiori artificiali,3,9
Fiori in vetro,3,9
Navi in legno,3,9
Picchettaggio o verniciature piroseffi,3,9
Pietra artificiale,3,9
Pittore decoratore,3,9
Smalti,3,9
Tessiture seriche per l'arredamento,3,9
Vetrate artistiche,3,9
fotografie,3,9
mobili,3,9
Articoli Casalinghi,3,9
Rappresentanze Varie,3,9
Articoli casalinghi,3,9
materiali refrattari e laterizi,3,9
Tipografia,3,9
ACCademia di Belle Arti e Liceo Artistico,2,9
Scultore,2,9
GABINETTI DENTISTICI,2,9
Acquarelli e fotografie,2,9
Articoli Sportivi,2,9
Cartoline illustrate,2,9
Arti Grafiche,2,9
COLORI - VERNICI - SMALTI,2,9
sviluppo e stampa,2,9
FOTO,2,9
Istituti di Bellezza,2,9
Oggetti artistici per regali,2,9
Pennelli e spazzole,2,9
Rivestimenti,2,9
Scuole di dattilografia,2,9
Specchi veneziani,2,9
Tessuti stampati e artistici,2,9
Vernici sottomarine,2,9
Vetri di Murano,2,9
decoratori e pittori,2,9
antichita belle arti,2,9
stuccchi edile,2,9
Articoli di Lusso per Regali,2,9
calzolaio,2,9
 riproduzioni ed oggetti artistici,2,9
cartoline illustrate,2,9
insegnante Accademia di Belle Arti,2,9
fotografo (gabinetti di posa),2,9
Lingua e letteratura francese,2,9
Lingua e letteratura spagnola,2,9
Lingua e letteratura tedesca,2,9
Disegnatore,2,9
Pittura,2,9
Ornato disegnato,2,9
Figura e ornato modellato,2,9
Articoli per regalo,1,9
Laboratorio Scuola per Falegnami,1,9
Fid. Prov. | BICROMIE TRICROMIE FOTOLITO,1,9
"Arte veneziana, Fiori e Perle",1,9
Articoli da Bagno,1,9
"Articoli casalinghi e oggetti diversi, Fondamenta Ormesini",1,9
Lavori Fotografici,1,9
Articoli per Fumatori,1,9
Articoli di Lusso,1,9
Articoli di Pittura e Disegno,1,9
Articoli da Viaggio,1,9
Fdm. Vetrari,1,9
Ritratti artistici - Lavori industriali - Reparto eliocinografico - vendita materiale fotocinematografico,1,9
Laboratorio Cornici ed Affini,1,9
decoratore in stuepici e costruzioni,1,9
« Decorazione della Casa »,1,9
Denti artificiali,1,9
Pavimentazione rivestimenti murale vetrosi,1,9
Arti Grafiche Esperia,1,9
"Ritratti artistici, Lavori industriali, Reparto elinocianografico, vendita materiale ft. ocinematografico",1,9
Maioliche artistiche,1,9
Arte Monumentaria,1,9
Materiale cinematografico,1,9
Mosaici,1,9
Oggetti preziosi ed affini,1,9
Commerciale cuci artistici Veneziani,1,9
Pittori decoratori,1,9
Prodotti vetrari,1,9
Ritratti artistici - Lavori industriali - Reparto elite cinografico - vendita materiale ftocinematografico,1,9
Refrattari - laterizi e calce,1,9
Reti e articoli da pesca,1,9
Ritratti aistici - Lavori industriali - Reparto elio- cianografico,1,9
"Articoli di lusso per ""regali""",1,9
"Vetri Artistici, perle specialità, veneziane",1,9
"Collane di perle e fiori di vetro, produzione prornia",1,9
"Perle, Brillanti imitazione Argenterie, Specialità Veneziane, Casa Fondata nel 1872",1,9
Artisti Ritratti,1,9
Tessuti d'arte,1,9
Ritratti artistici - Lavori industriali,1,9
Tessuti d'Arte creati su telai primiavi,1,9
Vernici e smalti,1,9
Vetrerie scientifiche e farmaceutiche,1,9
"Vetreria Artistica e Stampata, Soffleria Sanitaria, Fiale ed Afftni, Lampadari e Vetri Artistici di Murano",1,9
Maioliche Artistiche,1,9
quadri-riproduzionl ed oggettl artistici,1,9
Arredamenti,1,9
chincaglierie vernici,1,9
antiquità belle arti,1,9
articoli Casalinghi,1,9
"Ottica, ingegneria, fotografia",1,9
articoli da bagno,1,9
Picchettaggio e Verniciatura Prosceni,1,9
Ferramenta e Colori,1,9
Ritratti Artistici - Lavori Industriali,1,9
mobili artistici e laccati,1,9
Museo Archeologico,1,9
"colori e vernici, (dettaglio)",1,9
riparazioni carrozzerie per auto,1,9
Istituto Artigianelli,1,9
anticihità belle arti,1,9
Arredamenti completi,1,9
Lavorazione artistica mosaici in smalto di vetro Veneziano,1,9
Aiutante di CancelI. della Pietura,1,9
fotografe (ottico,1,9
Ritratti artistici,1,9
color e vernici,1,9
Accademia di Belle Arti,1,9
"Colorificio Veneziano, gioielleria",1,9
pirechettaggio e verniciatura piroscafi,1,9
"Costruzioni pavimenti, Terrazzi, Terrazzo alla veneziana stile Settecentesco, Mosaico",1,9
Serramenti ed Affissi,1,9
pittori decoratori,1,9
materiale fotografico etc.,1,9
Antichità e belle arti,1,9
vetri artistici,1,9
Ritratti artistici e Lavori industriali - Reparto eliotro cinematografici - vendita materiale fotoincotenografico,1,9
vernici sottomarine,1,9
rappresentanti articoli in vetro,1,9
Fotografa,1,9
fiori artificiali,1,9
"oggetti artistici, fotografia",1,9
vetriere in genere e lampadari,1,9
vetro,1,9
Pittore Decoratore,1,9
Oggetti Artistici,1,9
Articoli Casalin,1,9
Vetro (lavorazione),1,9
Deposito mobili,1,9
Ufficio di Espett. Oggetti di Antichita e d’Arte,1,9
fotografie (gabinetti di pos.,1,9
rappresentante articoli in vetro,1,9
mobili sati,1,9
pittore decorato.°,1,9
 vetrerie e oggetti artistici,1,9
gabinetti di posa,1,9
materiale fotografia,1,9
Decoratore e Pittore,1,9
"Specialità veneziana, quadri riproduzioni ed oggetti artistici",1,9
Articoli sanitari,1,9
 oggetti artistici,1,9
materiale fotografico,1,9
 smalti ecc.,1,9
 cristalli e spechi (commercio e lavorazione),1,9
articoli funebri,1,9
Ritratti artistici - Lavori industriali - Reparto elmo-cinografico - Veduta materiale fotocinomatografico,1,9
Produzione e Lavorazione vetro,1,9
fotografo (agbinetti di pose),1,9
Fotografie (gabinetto di posa),1,9
"vetri, cristalli e specchi",1,9
"vetri artistici, quadri, stampe",1,9
articoli fotografici ottica,1,9
mobili di lusso e comuni,1,9
naturale cinematografico,1,9
argenteria e doratura,1,9
articoli ceramici,1,9
oggetti preziosi ed affini,1,9
fotografi,1,9
"Lavori Fotografici, Fotomateriale",1,9
"Laboratorio Cornici ed Affini, Vetri, Specchi, Cristalli, Quadri",1,9
fotografia,1,9
Molini artistici e tappaziere,1,9
perle d’ogni tipo a lume,1,9
cartoleria oggetti artistici,1,9
Soc. Lavorazione Vetri e Cristalli,1,9
vetrate artistiche,1,9
pic eletteggio e verniciatura piroscafi,1,9
Perle e Centre,1,9
Antichita della arti,1,9
Antichita belle arti,1,9
vetre. rie in genere e lampadari,1,9
perle vetrerie e lampadari bigiotterie,1,9
fotografie (gabinetti di posa),1,9
Colori e Vernici (Dettaglio),1,9
reti e articoli da pesca,1,9
antiichabile belle arti,1,9
Conservatore Archivio Storico d’Arte Contemp.,1,9
maioliche artistiche,1,9
cristalli e specchi (commercio e lavorazione),1,9
notelli gressi e lavorati,1,9
oggetti artistici per regali,1,9
Mosaicista,1,9
falegnamerie,1,9
detta artigianale,1,9
vetreria in genere e lampadari,1,9
vetro lavorazioni,1,9
Metall d'Arte,1,9
Aredamento Completo,1,9
"Clichés in zinco, rame ed ottone",1,9
"fiori, piante e cementisti",1,9
 riproduzioni quadri,1,9
Fotografia,1,9
"Ritratti artistici, Lavori industriali",1,9
colori e vernici (dett.),1,9
(gabinetti di posa),1,9
artistic,1,9
"""Pavimenti e rivestimenti""",1,9
Lingua e letteratura italiana,1,9
Lingua e letteratura russa,1,9
Lingua e letteratura inglese,1,9
Storia della filosofia,1,9
di Elementi di architettura e rilievo dei monumenti,1,9
Caratteri stilistici e costruttivi dei monumenti,1,9
Letteratura italiana,1,9
Storia dell'arte e storia e stili dell'arch.,1,9
"Architettura degli interni, arredamento e decorazione",1,9
Decoratore,1,9
Scultura,1,9
Arredamento,1,9
Scuola di dattilografia,1,9
"INSEGNE DECORAZIONI AL NEON, IMPIANTI DI ILLUMINAZIONE A GAS RARI, AGENTE PER IL VENETO S. A. SUPER LUX",1,9
galleria d’arte,1,9
"Cartotecnica, Tipografa",1,9
tappetti decorazioni,1,9
Pavimentazioni e Rivestimenti Musici e Vetrosi,1,9
vetri in genere e lampadari,1,9
vetrerie in genere lampadari,1,9
 articoli casalinghi,1,9
riproduzioni di oggetti artistici,1,9
ceramica,1,9
carta da parati ed affini,1,9
Mosaici Articoli Gres Industriali Ceramiche Aprile Lavorate,1,9
Ritocchi artistici - Lavori industriali - Reparto eliocinografico - vendita materiale fotocenematicografico,1,9
Economo Accademia di Belle Arti e Liceo Arti,1,9
decoratore o pittore,1,9
vetro e ceramica,1,9
Decorazione,1,9
Plastica Ornamentale,1,9
Storia dell’arte,1,9
Architettura,1,9
Architettura disegno geometrico e prospettiva,1,9
Ornato modellato,1,9
Storia dell'arte,1,9
Letteratura italiana e storia,1,9
Letteratura Italiana e storia,1,9
PAVIMENTAZIONE RIVESTIMENTI MUSIVI VETROSI,1,9
